direction,position,mean,std,count,family,instrument
block_ab,29,0.8391524910926819,0.27995887492486726,10,polysemy,lens
block_ab,30,0.7356488421559334,0.281172216068826,10,polysemy,lens
block_ab,31,0.8279220402240753,0.21130784543566614,10,polysemy,lens
block_ab,32,0.9120652779936791,0.2656668006655276,10,polysemy,lens
block_ab,33,0.7937077477574348,0.28484632253075415,10,polysemy,lens
block_ab,34,0.9161138713359833,0.16068499468987707,10,polysemy,lens
block_ab,35,0.8151787832379341,0.2985933743878283,10,polysemy,lens
block_ab,36,0.882159948348999,0.3058090854678769,10,polysemy,lens
block_ab,37,0.899445903301239,0.18587204930087461,10,polysemy,lens
block_ab,38,0.7027665868401527,0.3945386300504415,10,polysemy,lens
block_ab,39,0.5830134234391153,0.4754399478793265,10,polysemy,lens
block_ba,0,0.9573462903499603,0.0739069717110383,10,polysemy,lens
block_ba,1,1.051670140028,0.08642384889462176,10,polysemy,lens
block_ba,2,1.0488864481449127,0.08806952516081298,10,polysemy,lens
block_ba,3,1.0114662647247314,0.09725201027337514,10,polysemy,lens
block_ba,4,1.0363828480243682,0.10499190760656374,10,polysemy,lens
block_ba,5,1.0017383813858032,0.06535763812450972,10,polysemy,lens
block_ba,6,0.9869841456413269,0.06842400136486552,10,polysemy,lens
block_ba,7,1.0376657366752624,0.03395462623088151,10,polysemy,lens
block_ba,8,0.9937641441822052,0.11577523772381754,10,polysemy,lens
block_ba,9,1.035354059934616,0.08658919160941937,10,polysemy,lens
block_ba,10,1.0257383465766907,0.07896782311102907,10,polysemy,lens
block_ba,11,0.974584698677063,0.14331821495153116,10,polysemy,lens
block_ba,12,1.02554292678833,0.08959069641538424,10,polysemy,lens
block_ba,13,1.0110307037830353,0.0941789824535055,10,polysemy,lens
block_ba,14,1.037881225347519,0.07180208125726621,10,polysemy,lens
block_ba,15,1.002436751127243,0.14251693558658027,10,polysemy,lens
block_ba,16,0.9942357420921326,0.08588127744905867,10,polysemy,lens
block_ba,17,1.0132666289806367,0.09996918239215971,10,polysemy,lens
block_ba,18,0.9955653965473175,0.09544609690212923,10,polysemy,lens
block_ba,19,1.0221682071685791,0.06676958463143202,10,polysemy,lens
block_ba,20,0.4302129805088043,0.2500249644066579,10,polysemy,lens
block_ba,21,0.40107262060046195,0.35566446914287314,10,polysemy,lens
block_ba,22,0.21239793282002212,0.2658797748880381,10,polysemy,lens
block_ba,23,0.2020621992647648,0.26055820200074775,10,polysemy,lens
block_ba,24,0.20287235896103084,0.26102890233207,10,polysemy,lens
block_ba,25,0.1785787135362625,0.30600841010028507,10,polysemy,lens
block_ba,26,0.05484124105423689,0.1791677791576231,10,polysemy,lens
block_ba,27,0.12130585950799286,0.22101677155397062,10,polysemy,lens
