probe,run,k,score,is_jump
fr_L14,fr_s1_ar_d3_fam10_rf,2,0.968,False
fr_L14,fr_s1_ar_d3_fam10_rf,3,0.973,False
fr_L14,fr_s1_ar_d3_fam10_rf,4,0.898,False
fr_L14,fr_s1_ar_d3_fam10_rf,5,0.951,False
fr_L14,fr_s1_ar_d3_fam10_rf,6,0.916,False
fr_L14,fr_s1_ar_d3_fam10_rf,7,0.937,False
fr_L14,fr_s1_ar_d3_fam10_rf,8,0.931,False
fr_L14,fr_s1_ar_d3_fam10_rf,9,0.978,False
fr_L14,fr_s1_ar_d3_fam10_rf,10,0.924,False
fr_L14,fr_s1_ar_d3_fam10_rf,11,0.926,False
fr_L14,fr_s1_ar_d3_fam10_rf,12,0.913,False
fr_L14,fr_s1_ar_d3_fam10_rf,13,0.904,False
fr_L14,fr_s1_ar_d3_fam10_rf,14,0.975,False
fr_L14,fr_s1_ar_d3_fam10_rf,15,1.029,False
fr_L14,fr_s1_ar_d3_fam10_rf,16,1.118,False
fr_L14,fr_s1_ar_d3_fam10_rf,17,0.925,False
fr_L14,fr_s1_ar_d3_fam10_rf,18,0.991,False
fr_L14,fr_s1_ar_d3_fam10_rf,19,1.269,True
fr_L14,fr_s1_ar_d3_fam10_rf,20,1.105,False
fr_L14,fr_s1_ar_d3_fam11_fr,1,1.041,False
fr_L14,fr_s1_ar_d3_fam11_fr,2,0.982,True
fr_L14,fr_s1_ar_d3_fam11_fr,3,1.028,False
fr_L14,fr_s1_ar_d3_fam11_fr,4,0.89,False
fr_L14,fr_s1_ar_d3_fam11_fr,5,0.845,False
fr_L14,fr_s1_ar_d3_fam11_fr,6,0.927,False
fr_L14,fr_s1_ar_d3_fam11_fr,7,0.876,False
fr_L14,fr_s1_ar_d3_fam11_fr,8,0.869,False
fr_L14,fr_s1_ar_d3_fam11_fr,9,0.895,False
fr_L14,fr_s1_ar_d3_fam11_fr,10,0.875,False
fr_L14,fr_s1_ar_d3_fam11_fr,11,0.856,False
fr_L14,fr_s1_ar_d3_fam11_fr,12,0.878,False
fr_L14,fr_s1_ar_d3_fam11_fr,13,0.868,False
fr_L14,fr_s1_ar_d3_fam11_fr,14,0.825,False
fr_L14,fr_s1_ar_d3_fam11_fr,15,0.871,False
fr_L14,fr_s1_ar_d3_fam11_fr,16,0.862,False
fr_L14,fr_s1_ar_d3_fam11_fr,17,0.886,False
fr_L14,fr_s1_ar_d3_fam11_fr,18,0.848,False
fr_L14,fr_s1_ar_d3_fam11_fr,19,0.834,False
fr_L14,fr_s1_ar_d3_fam11_fr,20,0.864,False
fr_L14,fr_s1_ar_d3_fam11_rf,1,1.018,False
fr_L14,fr_s1_ar_d3_fam11_rf,2,0.954,False
fr_L14,fr_s1_ar_d3_fam11_rf,3,1.01,False
fr_L14,fr_s1_ar_d3_fam11_rf,4,1.07,True
fr_L14,fr_s1_ar_d3_fam11_rf,5,0.949,False
fr_L14,fr_s1_ar_d3_fam11_rf,6,0.863,False
fr_L14,fr_s1_ar_d3_fam11_rf,7,0.957,False
fr_L14,fr_s1_ar_d3_fam11_rf,8,0.977,False
fr_L14,fr_s1_ar_d3_fam11_rf,9,0.979,False
fr_L14,fr_s1_ar_d3_fam11_rf,10,1.019,False
fr_L14,fr_s1_ar_d3_fam11_rf,11,1.013,False
fr_L14,fr_s1_ar_d3_fam11_rf,12,0.977,False
fr_L14,fr_s1_ar_d3_fam11_rf,13,0.895,False
fr_L14,fr_s1_ar_d3_fam11_rf,14,0.998,False
fr_L14,fr_s1_ar_d3_fam11_rf,15,1.024,False
fr_L14,fr_s1_ar_d3_fam11_rf,16,1.083,False
fr_L14,fr_s1_ar_d3_fam11_rf,17,1.022,False
fr_L14,fr_s1_ar_d3_fam11_rf,18,1.03,False
fr_L14,fr_s1_ar_d3_fam11_rf,19,1.103,False
fr_L14,fr_s1_ar_d3_fam11_rf,20,1.004,False
fr_L14,fr_s1_th_d3_fam00_fr,1,1.177,False
fr_L14,fr_s1_th_d3_fam00_fr,2,1.019,False
fr_L14,fr_s1_th_d3_fam00_fr,3,1.056,False
fr_L14,fr_s1_th_d3_fam00_fr,4,0.965,False
fr_L14,fr_s1_th_d3_fam00_fr,5,0.964,False
fr_L14,fr_s1_th_d3_fam00_fr,6,1.008,False
fr_L14,fr_s1_th_d3_fam00_fr,7,1.042,False
fr_L14,fr_s1_th_d3_fam00_fr,8,0.962,False
fr_L14,fr_s1_th_d3_fam00_fr,9,0.894,False
fr_L14,fr_s1_th_d3_fam00_fr,10,0.876,False
fr_L14,fr_s1_th_d3_fam00_fr,11,0.812,False
fr_L14,fr_s1_th_d3_fam00_fr,12,0.824,False
fr_L14,fr_s1_th_d3_fam00_fr,13,0.858,True
fr_L14,fr_s1_th_d3_fam00_fr,14,0.772,False
fr_L14,fr_s1_th_d3_fam00_fr,15,0.955,False
fr_L14,fr_s1_th_d3_fam00_fr,16,0.856,False
fr_L14,fr_s1_th_d3_fam00_fr,17,0.776,False
fr_L14,fr_s1_th_d3_fam00_fr,18,0.792,False
fr_L14,fr_s1_th_d3_fam00_fr,19,0.896,False
fr_L14,fr_s1_th_d3_fam00_fr,20,0.861,False
fr_L14,fr_s1_th_d3_fam00_rf,1,1.135,False
fr_L14,fr_s1_th_d3_fam00_rf,2,1.176,False
fr_L14,fr_s1_th_d3_fam00_rf,3,1.235,False
fr_L14,fr_s1_th_d3_fam00_rf,4,1.198,False
fr_L14,fr_s1_th_d3_fam00_rf,5,1.068,False
fr_L14,fr_s1_th_d3_fam00_rf,6,1.732,True
fr_L14,fr_s1_th_d3_fam00_rf,7,1.202,False
fr_L14,fr_s1_th_d3_fam00_rf,8,1.177,False
fr_L14,fr_s1_th_d3_fam00_rf,9,1.175,False
fr_L14,fr_s1_th_d3_fam00_rf,10,1.106,False
fr_L14,fr_s1_th_d3_fam00_rf,11,1.167,False
fr_L14,fr_s1_th_d3_fam00_rf,12,1.133,False
fr_L14,fr_s1_th_d3_fam00_rf,13,1.175,False
fr_L14,fr_s1_th_d3_fam00_rf,14,1.109,False
fr_L14,fr_s1_th_d3_fam00_rf,15,1.178,False
fr_L14,fr_s1_th_d3_fam00_rf,16,1.142,False
fr_L14,fr_s1_th_d3_fam00_rf,17,1.26,False
fr_L14,fr_s1_th_d3_fam00_rf,18,1.184,False
fr_L14,fr_s1_th_d3_fam00_rf,19,1.164,False
fr_L14,fr_s1_th_d3_fam00_rf,20,1.221,False
fr_L14,fr_s1_th_d3_fam01_fr,1,1.201,False
fr_L14,fr_s1_th_d3_fam01_fr,2,1.137,True
fr_L14,fr_s1_th_d3_fam01_fr,3,1.212,False
fr_L14,fr_s1_th_d3_fam01_fr,4,1.219,False
fr_L14,fr_s1_th_d3_fam01_fr,5,1.147,False
fr_L14,fr_s1_th_d3_fam01_fr,6,1.13,False
fr_L14,fr_s1_th_d3_fam01_fr,7,1.158,False
fr_L14,fr_s1_th_d3_fam01_fr,8,1.067,False
fr_L14,fr_s1_th_d3_fam01_fr,9,1.114,False
fr_L14,fr_s1_th_d3_fam01_fr,10,1.043,False
fr_L14,fr_s1_th_d3_fam01_fr,11,0.974,False
fr_L14,fr_s1_th_d3_fam01_fr,12,0.962,False
fr_L14,fr_s1_th_d3_fam01_fr,13,0.948,False
fr_L14,fr_s1_th_d3_fam01_fr,14,1.014,False
fr_L14,fr_s1_th_d3_fam01_fr,15,0.999,False
fr_L14,fr_s1_th_d3_fam01_fr,16,1.001,False
fr_L14,fr_s1_th_d3_fam01_fr,17,0.928,False
fr_L14,fr_s1_th_d3_fam01_fr,18,0.925,False
fr_L14,fr_s1_th_d3_fam01_fr,19,0.881,False
fr_L14,fr_s1_th_d3_fam01_fr,20,1.021,False
fr_L14,fr_s1_th_d3_fam01_rf,1,1.042,False
fr_L14,fr_s1_th_d3_fam01_rf,2,1.068,False
fr_L14,fr_s1_th_d3_fam01_rf,3,1.011,False
fr_L14,fr_s1_th_d3_fam01_rf,4,0.969,False
fr_L14,fr_s1_th_d3_fam01_rf,5,0.948,False
fr_L14,fr_s1_th_d3_fam01_rf,6,1.04,False
fr_L14,fr_s1_th_d3_fam01_rf,7,1.011,False
fr_L14,fr_s1_th_d3_fam01_rf,8,1.015,False
fr_L14,fr_s1_th_d3_fam01_rf,9,0.956,False
fr_L14,fr_s1_th_d3_fam01_rf,10,0.955,False
fr_L14,fr_s1_th_d3_fam01_rf,11,1.109,False
fr_L14,fr_s1_th_d3_fam01_rf,12,1.03,False
fr_L14,fr_s1_th_d3_fam01_rf,13,1.006,False
fr_L14,fr_s1_th_d3_fam01_rf,14,1.072,False
fr_L14,fr_s1_th_d3_fam01_rf,15,0.936,False
fr_L14,fr_s1_th_d3_fam01_rf,16,1.085,False
fr_L14,fr_s1_th_d3_fam01_rf,17,1.059,False
fr_L14,fr_s1_th_d3_fam01_rf,18,0.953,False
fr_L14,fr_s1_th_d3_fam01_rf,19,1.011,False
fr_L14,fr_s1_th_d3_fam01_rf,20,1.187,True
fr_L14,fr_s1_th_d3_fam02_fr,1,1.256,False
fr_L14,fr_s1_th_d3_fam02_fr,2,1.323,False
fr_L14,fr_s1_th_d3_fam02_fr,3,1.175,False
fr_L14,fr_s1_th_d3_fam02_fr,4,1.17,False
fr_L14,fr_s1_th_d3_fam02_fr,5,1.114,False
fr_L14,fr_s1_th_d3_fam02_fr,6,1.073,False
fr_L14,fr_s1_th_d3_fam02_fr,7,1.044,False
fr_L14,fr_s1_th_d3_fam02_fr,8,1.06,False
fr_L14,fr_s1_th_d3_fam02_fr,9,1.037,False
fr_L14,fr_s1_th_d3_fam02_fr,10,0.983,False
fr_L14,fr_s1_th_d3_fam02_fr,11,1.034,True
fr_L14,fr_s1_th_d3_fam02_fr,12,0.981,False
fr_L14,fr_s1_th_d3_fam02_fr,13,0.923,False
fr_L14,fr_s1_th_d3_fam02_fr,14,1.062,False
fr_L14,fr_s1_th_d3_fam02_fr,15,0.964,False
fr_L14,fr_s1_th_d3_fam02_fr,16,0.948,False
fr_L14,fr_s1_th_d3_fam02_fr,17,0.941,False
fr_L14,fr_s1_th_d3_fam02_fr,18,0.908,False
fr_L14,fr_s1_th_d3_fam02_fr,19,0.957,False
fr_L14,fr_s1_th_d3_fam02_fr,20,1.021,False
fr_L14,fr_s1_th_d3_fam02_rf,1,0.997,False
fr_L14,fr_s1_th_d3_fam02_rf,2,1.05,False
fr_L14,fr_s1_th_d3_fam02_rf,3,0.947,False
fr_L14,fr_s1_th_d3_fam02_rf,4,1.018,False
fr_L14,fr_s1_th_d3_fam02_rf,5,0.886,False
fr_L14,fr_s1_th_d3_fam02_rf,6,1.012,False
fr_L14,fr_s1_th_d3_fam02_rf,7,1.03,False
fr_L14,fr_s1_th_d3_fam02_rf,8,1.145,False
fr_L14,fr_s1_th_d3_fam02_rf,9,0.983,False
fr_L14,fr_s1_th_d3_fam02_rf,10,0.999,False
fr_L14,fr_s1_th_d3_fam02_rf,11,1.024,False
fr_L14,fr_s1_th_d3_fam02_rf,12,0.991,False
fr_L14,fr_s1_th_d3_fam02_rf,13,0.942,False
fr_L14,fr_s1_th_d3_fam02_rf,14,1.032,False
fr_L14,fr_s1_th_d3_fam02_rf,15,1.047,False
fr_L14,fr_s1_th_d3_fam02_rf,16,0.985,False
fr_L14,fr_s1_th_d3_fam02_rf,17,0.956,False
fr_L14,fr_s1_th_d3_fam02_rf,18,1.181,True
fr_L14,fr_s1_th_d3_fam02_rf,19,1.261,False
fr_L14,fr_s1_th_d3_fam02_rf,20,1.193,False
fr_L14,fr_s1_th_d3_fam03_fr,1,1.127,False
fr_L14,fr_s1_th_d3_fam03_fr,2,1.166,False
fr_L14,fr_s1_th_d3_fam03_fr,3,1.281,False
fr_L14,fr_s1_th_d3_fam03_fr,4,1.114,False
fr_L14,fr_s1_th_d3_fam03_fr,5,1.142,False
fr_L14,fr_s1_th_d3_fam03_fr,6,1.102,False
fr_L14,fr_s1_th_d3_fam03_fr,7,1.067,False
fr_L14,fr_s1_th_d3_fam03_fr,8,1.158,False
fr_L14,fr_s1_th_d3_fam03_fr,9,0.936,False
fr_L14,fr_s1_th_d3_fam03_fr,10,0.922,False
fr_L14,fr_s1_th_d3_fam03_fr,11,1.028,False
fr_L14,fr_s1_th_d3_fam03_fr,12,0.963,False
fr_L14,fr_s1_th_d3_fam03_fr,13,0.96,False
fr_L14,fr_s1_th_d3_fam03_fr,14,0.949,False
fr_L14,fr_s1_th_d3_fam03_fr,15,0.966,False
fr_L14,fr_s1_th_d3_fam03_fr,16,1.098,False
fr_L14,fr_s1_th_d3_fam03_fr,17,1.191,True
fr_L14,fr_s1_th_d3_fam03_fr,18,1.016,False
fr_L14,fr_s1_th_d3_fam03_fr,19,1.063,False
fr_L14,fr_s1_th_d3_fam03_fr,20,0.992,False
fr_L14,fr_s1_th_d3_fam03_rf,1,1.017,False
fr_L14,fr_s1_th_d3_fam03_rf,2,1.031,False
fr_L14,fr_s1_th_d3_fam03_rf,3,1.163,False
fr_L14,fr_s1_th_d3_fam03_rf,4,1.095,False
fr_L14,fr_s1_th_d3_fam03_rf,5,1.127,False
fr_L14,fr_s1_th_d3_fam03_rf,6,1.103,True
fr_L14,fr_s1_th_d3_fam03_rf,7,1.049,False
fr_L14,fr_s1_th_d3_fam03_rf,8,1.021,False
fr_L14,fr_s1_th_d3_fam03_rf,9,1.061,False
fr_L14,fr_s1_th_d3_fam03_rf,10,1.118,False
fr_L14,fr_s1_th_d3_fam03_rf,11,1.013,False
fr_L14,fr_s1_th_d3_fam03_rf,12,1.087,False
fr_L14,fr_s1_th_d3_fam03_rf,13,1.014,False
fr_L14,fr_s1_th_d3_fam03_rf,14,0.936,False
fr_L14,fr_s1_th_d3_fam03_rf,15,0.991,False
fr_L14,fr_s1_th_d3_fam03_rf,16,1.09,False
fr_L14,fr_s1_th_d3_fam03_rf,17,1.003,False
fr_L14,fr_s1_th_d3_fam03_rf,18,1.018,False
fr_L14,fr_s1_th_d3_fam03_rf,19,0.981,False
fr_L14,fr_s1_th_d3_fam03_rf,20,1.03,False
fr_L14,fr_s1_th_d3_fam04_fr,1,1.336,False
fr_L14,fr_s1_th_d3_fam04_fr,2,1.216,False
fr_L14,fr_s1_th_d3_fam04_fr,3,1.372,False
fr_L14,fr_s1_th_d3_fam04_fr,4,1.342,False
fr_L14,fr_s1_th_d3_fam04_fr,5,1.26,False
fr_L14,fr_s1_th_d3_fam04_fr,6,1.121,False
fr_L14,fr_s1_th_d3_fam04_fr,7,1.108,False
fr_L14,fr_s1_th_d3_fam04_fr,8,1.148,False
fr_L14,fr_s1_th_d3_fam04_fr,9,1.109,False
fr_L14,fr_s1_th_d3_fam04_fr,10,1.223,False
fr_L14,fr_s1_th_d3_fam04_fr,11,1.219,False
fr_L14,fr_s1_th_d3_fam04_fr,12,1.165,False
fr_L14,fr_s1_th_d3_fam04_fr,13,1.165,False
fr_L14,fr_s1_th_d3_fam04_fr,14,1.137,False
fr_L14,fr_s1_th_d3_fam04_fr,15,1.108,False
fr_L14,fr_s1_th_d3_fam04_fr,16,1.221,False
fr_L14,fr_s1_th_d3_fam04_fr,17,1.141,True
fr_L14,fr_s1_th_d3_fam04_fr,18,1.078,False
fr_L14,fr_s1_th_d3_fam04_fr,19,1.111,False
fr_L14,fr_s1_th_d3_fam04_fr,20,1.05,False
fr_L14,fr_s1_th_d3_fam04_rf,1,1.086,False
fr_L14,fr_s1_th_d3_fam04_rf,2,1.337,True
fr_L14,fr_s1_th_d3_fam04_rf,3,1.105,False
fr_L14,fr_s1_th_d3_fam04_rf,4,1.045,False
fr_L14,fr_s1_th_d3_fam04_rf,5,1.002,False
fr_L14,fr_s1_th_d3_fam04_rf,6,0.936,False
fr_L14,fr_s1_th_d3_fam04_rf,7,0.875,False
fr_L14,fr_s1_th_d3_fam04_rf,8,0.978,False
fr_L14,fr_s1_th_d3_fam04_rf,9,0.931,False
fr_L14,fr_s1_th_d3_fam04_rf,10,0.9,False
fr_L14,fr_s1_th_d3_fam04_rf,11,0.93,False
fr_L14,fr_s1_th_d3_fam04_rf,12,0.878,False
fr_L14,fr_s1_th_d3_fam04_rf,13,1.098,False
fr_L14,fr_s1_th_d3_fam04_rf,14,1.054,False
fr_L14,fr_s1_th_d3_fam04_rf,15,1.043,False
fr_L14,fr_s1_th_d3_fam04_rf,16,0.971,False
fr_L14,fr_s1_th_d3_fam04_rf,17,1.105,False
fr_L14,fr_s1_th_d3_fam04_rf,18,1.03,False
fr_L14,fr_s1_th_d3_fam04_rf,19,1.006,False
fr_L14,fr_s1_th_d3_fam04_rf,20,1.329,False
fr_L14,fr_s1_th_d3_fam05_fr,1,1.118,False
fr_L14,fr_s1_th_d3_fam05_fr,2,1.158,False
fr_L14,fr_s1_th_d3_fam05_fr,3,1.272,True
fr_L14,fr_s1_th_d3_fam05_fr,4,1.113,False
fr_L14,fr_s1_th_d3_fam05_fr,5,0.928,False
fr_L14,fr_s1_th_d3_fam05_fr,6,0.901,False
fr_L14,fr_s1_th_d3_fam05_fr,7,0.972,False
fr_L14,fr_s1_th_d3_fam05_fr,8,0.963,False
fr_L14,fr_s1_th_d3_fam05_fr,9,0.874,False
fr_L14,fr_s1_th_d3_fam05_fr,10,0.868,False
fr_L14,fr_s1_th_d3_fam05_fr,11,0.817,False
fr_L14,fr_s1_th_d3_fam05_fr,12,0.897,False
fr_L14,fr_s1_th_d3_fam05_fr,13,0.826,False
fr_L14,fr_s1_th_d3_fam05_fr,14,0.993,False
fr_L14,fr_s1_th_d3_fam05_fr,15,0.906,False
fr_L14,fr_s1_th_d3_fam05_fr,16,1.076,False
fr_L14,fr_s1_th_d3_fam05_fr,17,0.91,False
fr_L14,fr_s1_th_d3_fam05_fr,18,0.819,False
fr_L14,fr_s1_th_d3_fam05_fr,19,0.829,False
fr_L14,fr_s1_th_d3_fam05_fr,20,0.927,False
fr_L14,fr_s1_th_d3_fam05_rf,1,0.864,False
fr_L14,fr_s1_th_d3_fam05_rf,2,0.988,False
fr_L14,fr_s1_th_d3_fam05_rf,3,1.1,False
fr_L14,fr_s1_th_d3_fam05_rf,4,1.025,False
fr_L14,fr_s1_th_d3_fam05_rf,5,1.006,False
fr_L14,fr_s1_th_d3_fam05_rf,6,0.996,False
fr_L14,fr_s1_th_d3_fam05_rf,7,0.981,False
fr_L14,fr_s1_th_d3_fam05_rf,8,1.011,False
fr_L14,fr_s1_th_d3_fam05_rf,9,0.984,False
fr_L14,fr_s1_th_d3_fam05_rf,10,0.94,False
fr_L14,fr_s1_th_d3_fam05_rf,11,1.167,True
fr_L14,fr_s1_th_d3_fam05_rf,12,1.187,False
fr_L14,fr_s1_th_d3_fam05_rf,13,1.1,False
fr_L14,fr_s1_th_d3_fam05_rf,14,0.954,False
fr_L14,fr_s1_th_d3_fam05_rf,15,1.117,False
fr_L14,fr_s1_th_d3_fam05_rf,16,1.047,False
fr_L14,fr_s1_th_d3_fam05_rf,17,1.142,False
fr_L14,fr_s1_th_d3_fam05_rf,18,1.099,False
fr_L14,fr_s1_th_d3_fam05_rf,19,1.044,False
fr_L14,fr_s1_th_d3_fam05_rf,20,1.169,False
fr_L14,fr_s1_th_d3_fam06_fr,1,1.153,False
fr_L14,fr_s1_th_d3_fam06_fr,2,1.028,True
fr_L14,fr_s1_th_d3_fam06_fr,3,0.987,False
fr_L14,fr_s1_th_d3_fam06_fr,4,0.96,False
fr_L14,fr_s1_th_d3_fam06_fr,5,0.912,False
fr_L14,fr_s1_th_d3_fam06_fr,6,0.904,False
fr_L14,fr_s1_th_d3_fam06_fr,7,1.002,False
fr_L14,fr_s1_th_d3_fam06_fr,8,1.087,False
fr_L14,fr_s1_th_d3_fam06_fr,9,0.973,False
fr_L14,fr_s1_th_d3_fam06_fr,10,0.949,False
fr_L14,fr_s1_th_d3_fam06_fr,11,0.843,False
fr_L14,fr_s1_th_d3_fam06_fr,12,0.774,False
fr_L14,fr_s1_th_d3_fam06_fr,13,0.935,False
fr_L14,fr_s1_th_d3_fam06_fr,14,0.846,False
fr_L14,fr_s1_th_d3_fam06_fr,15,0.901,False
fr_L14,fr_s1_th_d3_fam06_fr,16,0.842,False
fr_L14,fr_s1_th_d3_fam06_fr,17,0.818,False
fr_L14,fr_s1_th_d3_fam06_fr,18,0.86,False
fr_L14,fr_s1_th_d3_fam06_fr,19,0.809,False
fr_L14,fr_s1_th_d3_fam06_fr,20,0.801,False
fr_L14,fr_s1_th_d3_fam06_rf,1,1.024,False
fr_L14,fr_s1_th_d3_fam06_rf,2,1.025,False
fr_L14,fr_s1_th_d3_fam06_rf,3,1.025,False
fr_L14,fr_s1_th_d3_fam06_rf,4,0.921,False
fr_L14,fr_s1_th_d3_fam06_rf,5,0.981,False
fr_L14,fr_s1_th_d3_fam06_rf,6,0.983,False
fr_L14,fr_s1_th_d3_fam06_rf,7,0.931,False
fr_L14,fr_s1_th_d3_fam06_rf,8,1.023,False
fr_L14,fr_s1_th_d3_fam06_rf,9,0.973,False
fr_L14,fr_s1_th_d3_fam06_rf,10,0.938,False
fr_L14,fr_s1_th_d3_fam06_rf,11,0.99,False
fr_L14,fr_s1_th_d3_fam06_rf,12,0.932,False
fr_L14,fr_s1_th_d3_fam06_rf,13,0.912,False
fr_L14,fr_s1_th_d3_fam06_rf,14,0.91,False
fr_L14,fr_s1_th_d3_fam06_rf,15,1.016,False
fr_L14,fr_s1_th_d3_fam06_rf,16,1.022,False
fr_L14,fr_s1_th_d3_fam06_rf,17,1.054,False
fr_L14,fr_s1_th_d3_fam06_rf,18,1.126,True
fr_L14,fr_s1_th_d3_fam06_rf,19,1.079,False
fr_L14,fr_s1_th_d3_fam06_rf,20,1.065,False
fr_L14,fr_s1_th_d3_fam07_fr,1,1.171,False
fr_L14,fr_s1_th_d3_fam07_fr,2,1.148,False
fr_L14,fr_s1_th_d3_fam07_fr,3,1.035,False
fr_L14,fr_s1_th_d3_fam07_fr,4,0.953,False
fr_L14,fr_s1_th_d3_fam07_fr,5,0.906,False
fr_L14,fr_s1_th_d3_fam07_fr,6,0.988,False
fr_L14,fr_s1_th_d3_fam07_fr,7,0.924,False
fr_L14,fr_s1_th_d3_fam07_fr,8,0.983,False
fr_L14,fr_s1_th_d3_fam07_fr,9,0.994,False
fr_L14,fr_s1_th_d3_fam07_fr,10,0.952,False
fr_L14,fr_s1_th_d3_fam07_fr,11,0.814,False
fr_L14,fr_s1_th_d3_fam07_fr,12,0.825,False
fr_L14,fr_s1_th_d3_fam07_fr,13,0.941,False
fr_L14,fr_s1_th_d3_fam07_fr,14,0.988,False
fr_L14,fr_s1_th_d3_fam07_fr,15,0.949,False
fr_L14,fr_s1_th_d3_fam07_fr,16,0.989,False
fr_L14,fr_s1_th_d3_fam07_fr,17,0.933,False
fr_L14,fr_s1_th_d3_fam07_fr,18,0.922,False
fr_L14,fr_s1_th_d3_fam07_fr,19,0.977,True
fr_L14,fr_s1_th_d3_fam07_fr,20,0.85,False
fr_L14,fr_s1_th_d3_fam07_rf,1,0.978,False
fr_L14,fr_s1_th_d3_fam07_rf,2,0.89,False
fr_L14,fr_s1_th_d3_fam07_rf,3,0.838,False
fr_L14,fr_s1_th_d3_fam07_rf,4,1.018,False
fr_L14,fr_s1_th_d3_fam07_rf,5,1.023,False
fr_L14,fr_s1_th_d3_fam07_rf,6,1.049,False
fr_L14,fr_s1_th_d3_fam07_rf,7,0.978,False
fr_L14,fr_s1_th_d3_fam07_rf,8,1.287,True
fr_L14,fr_s1_th_d3_fam07_rf,9,1.157,False
fr_L14,fr_s1_th_d3_fam07_rf,10,1.007,False
fr_L14,fr_s1_th_d3_fam07_rf,11,0.957,False
fr_L14,fr_s1_th_d3_fam07_rf,12,0.993,False
fr_L14,fr_s1_th_d3_fam07_rf,13,0.972,False
fr_L14,fr_s1_th_d3_fam07_rf,14,1.003,False
fr_L14,fr_s1_th_d3_fam07_rf,15,0.941,False
fr_L14,fr_s1_th_d3_fam07_rf,16,1.019,False
fr_L14,fr_s1_th_d3_fam07_rf,17,1.031,False
fr_L14,fr_s1_th_d3_fam07_rf,18,1.02,False
fr_L14,fr_s1_th_d3_fam07_rf,19,1.018,False
fr_L14,fr_s1_th_d3_fam07_rf,20,1.062,False
fr_L14,fr_s1_th_d3_fam08_fr,1,1.036,False
fr_L14,fr_s1_th_d3_fam08_fr,2,1.113,True
fr_L14,fr_s1_th_d3_fam08_fr,3,1.169,False
fr_L14,fr_s1_th_d3_fam08_fr,4,1.004,False
fr_L14,fr_s1_th_d3_fam08_fr,5,1.054,False
fr_L14,fr_s1_th_d3_fam08_fr,6,1.073,False
fr_L14,fr_s1_th_d3_fam08_fr,7,1.012,False
fr_L14,fr_s1_th_d3_fam08_fr,8,0.953,False
fr_L14,fr_s1_th_d3_fam08_fr,9,0.976,False
fr_L14,fr_s1_th_d3_fam08_fr,10,0.837,False
fr_L14,fr_s1_th_d3_fam08_fr,11,0.88,False
fr_L14,fr_s1_th_d3_fam08_fr,12,0.994,False
fr_L14,fr_s1_th_d3_fam08_fr,13,0.85,False
fr_L14,fr_s1_th_d3_fam08_fr,14,0.908,False
fr_L14,fr_s1_th_d3_fam08_fr,15,0.877,False
fr_L14,fr_s1_th_d3_fam08_fr,16,0.821,False
fr_L14,fr_s1_th_d3_fam08_fr,17,1.145,False
fr_L14,fr_s1_th_d3_fam08_fr,18,0.986,False
fr_L14,fr_s1_th_d3_fam08_fr,19,0.897,False
fr_L14,fr_s1_th_d3_fam08_fr,20,0.989,False
fr_L14,fr_s1_th_d3_fam08_rf,1,1.021,False
fr_L14,fr_s1_th_d3_fam08_rf,2,0.968,False
fr_L14,fr_s1_th_d3_fam08_rf,3,1.023,False
fr_L14,fr_s1_th_d3_fam08_rf,4,1.096,False
fr_L14,fr_s1_th_d3_fam08_rf,5,1.064,False
fr_L14,fr_s1_th_d3_fam08_rf,6,1.124,False
fr_L14,fr_s1_th_d3_fam08_rf,7,0.958,False
fr_L14,fr_s1_th_d3_fam08_rf,8,0.98,False
fr_L14,fr_s1_th_d3_fam08_rf,9,1.016,False
fr_L14,fr_s1_th_d3_fam08_rf,10,0.998,False
fr_L14,fr_s1_th_d3_fam08_rf,11,0.965,True
fr_L14,fr_s1_th_d3_fam08_rf,12,1.008,False
fr_L14,fr_s1_th_d3_fam08_rf,13,0.994,False
fr_L14,fr_s1_th_d3_fam08_rf,14,1.038,False
fr_L14,fr_s1_th_d3_fam08_rf,15,0.988,False
fr_L14,fr_s1_th_d3_fam08_rf,16,1.06,False
fr_L14,fr_s1_th_d3_fam08_rf,17,1.032,False
fr_L14,fr_s1_th_d3_fam08_rf,18,1.152,False
fr_L14,fr_s1_th_d3_fam08_rf,19,1.152,False
fr_L14,fr_s1_th_d3_fam08_rf,20,1.038,False
fr_L14,fr_s1_th_d3_fam09_fr,1,1.221,False
fr_L14,fr_s1_th_d3_fam09_fr,2,0.964,False
fr_L14,fr_s1_th_d3_fam09_fr,3,1.009,False
fr_L14,fr_s1_th_d3_fam09_fr,4,0.953,False
fr_L14,fr_s1_th_d3_fam09_fr,5,0.925,False
fr_L14,fr_s1_th_d3_fam09_fr,6,0.873,False
fr_L14,fr_s1_th_d3_fam09_fr,7,0.813,False
fr_L14,fr_s1_th_d3_fam09_fr,8,0.952,False
fr_L14,fr_s1_th_d3_fam09_fr,9,0.881,False
fr_L14,fr_s1_th_d3_fam09_fr,10,0.903,False
fr_L14,fr_s1_th_d3_fam09_fr,11,0.848,False
fr_L14,fr_s1_th_d3_fam09_fr,12,1.003,False
fr_L14,fr_s1_th_d3_fam09_fr,13,0.988,False
fr_L14,fr_s1_th_d3_fam09_fr,14,0.919,False
fr_L14,fr_s1_th_d3_fam09_fr,15,0.967,False
fr_L14,fr_s1_th_d3_fam09_fr,16,0.801,False
