set	session	probes	has_gen	has_lp	status	cap	pinned_date	reached_final	gen_chars	seconds	sampled	temperature	top_p	seed
fr_s1_th_d3_fam11_rf_beh_k12	session_05328130	1	1	1	ok	2048	2026-08-30	1	3883	158.9	1	1.0	1.0	20260908
fr_s1_th_d3_fam11_rf_beh_k20	session_8edee222	1	1	1	ok	2048	2026-08-30	1	2925	148.7	1	1.0	1.0	20260908
fr_s1_th_d4_fam00_f_beh_final	session_7df869df	1	1	1	ok	2048	2026-08-30	1	4713	228.3	1	1.0	1.0	20260908
fr_s1_th_d4_fam00_r_beh_final	session_29d7e4d0	1	1	1	ok	2048	2026-08-30	1	3354	158.3	1	1.0	1.0	20260908
fr_s1_th_d4_fam02_f_beh_final	session_06731599	1	1	1	ok	2048	2026-08-30	1	6304	327.3	1	1.0	1.0	20260908
fr_s1_th_d4_fam02_r_beh_final	session_fd2b6b06	1	1	1	ok	2048	2026-08-30	1	2739	138.4	1	1.0	1.0	20260908
fr_s1_th_d4_fam04_f_beh_final	session_9824081c	1	1	1	ok	2048	2026-08-30	1	2333	126.2	1	1.0	1.0	20260908
fr_s1_th_d4_fam04_r_beh_final	session_ec649666	1	1	1	ok	2048	2026-08-30	1	4132	193.8	1	1.0	1.0	20260908
fr_s1_th_d4_fam06_f_beh_final	session_f7698bea	1	1	1	ok	2048	2026-08-30	1	4066	199.2	1	1.0	1.0	20260908
fr_s1_th_d4_fam06_r_beh_final	session_8feb482c	1	1	1	ok	2048	2026-08-30	1	3255	157.7	1	1.0	1.0	20260908
fr_s1_th_d4_fam08_f_beh_final	session_0708eaf6	1	1	1	ok	2048	2026-08-30	1	1484	103.0	1	1.0	1.0	20260908
fr_s1_th_d4_fam08_r_beh_final	session_d179e9bc	1	1	1	ok	2048	2026-08-30	1	2363	131.0	1	1.0	1.0	20260908
fr_s1_th_d4_fam10_f_beh_final	session_bb384ce6	1	1	1	ok	2048	2026-08-30	1	2467	133.3	1	1.0	1.0	20260908
fr_s1_th_d4_fam10_r_beh_final	session_08b0b271	1	1	1	ok	2048	2026-08-30	1	3990	180.9	1	1.0	1.0	20260908
