set	session	probes	has_gen	has_lp	status	cap	pinned_date	reached_final	gen_chars	seconds	sampled	temperature	top_p	seed
fr_s1_ar_d3_fam03_rf_beh_k12	session_637b1928	1	1	1	ok	2048	2026-08-29	1	9183	334.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam03_rf_beh_k20	session_8d985f23	1	1	1	ok	2048	2026-08-29	1	9678	371.4	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_fr_beh_k02	session_e4ade318	1	1	1	ok	2048	2026-08-29	1	3157	111.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_fr_beh_k06	session_2b20f629	1	1	1	ok	2048	2026-08-29	1	2528	94.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_fr_beh_k12	session_0ffb4f56	1	1	1	ok	2048	2026-08-29	1	2444	106.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_fr_beh_k20	session_3d6d03b9	1	1	1	ok	2048	2026-08-29	1	3277	162.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_rf_beh_k02	session_da0bbf9f	1	1	1	ok	2048	2026-08-29	1	4782	125.7	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_rf_beh_k06	session_13601af3	1	1	1	ok	2048	2026-08-29	1	4587	137.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_rf_beh_k12	session_6e67e9d1	1	1	1	ok	2048	2026-08-29	1	3074	122.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam04_rf_beh_k20	session_5ce346b9	1	1	1	ok	2048	2026-08-29	1	3338	163.0	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_fr_beh_k02	session_836ec842	1	1	1	ok	2048	2026-08-29	1	2330	90.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_fr_beh_k06	session_11c0935a	1	1	1	ok	2048	2026-08-29	1	1794	78.0	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_fr_beh_k12	session_9230c0e4	1	1	1	ok	2048	2026-08-29	1	2194	120.5	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_fr_beh_k20	session_6b2cd248	1	1	1	ok	2048	2026-08-29	1	2605	159.7	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_rf_beh_k02	session_66145f62	1	1	1	ok	2048	2026-08-29	1	2204	80.4	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_rf_beh_k06	session_b2edc53a	1	1	1	ok	2048	2026-08-29	1	728	53.6	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_rf_beh_k12	session_ac76dede	1	1	1	ok	2048	2026-08-29	1	3930	154.2	1	1.0	1.0	20260907
fr_s1_ar_d3_fam05_rf_beh_k20	session_36543441	1	1	1	ok	2048	2026-08-29	1	738	89.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_fr_beh_k02	session_ada5db43	1	1	1	ok	2048	2026-08-29	1	9052	213.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_fr_beh_k06	session_f26ef987	1	1	1	ok	2048	2026-08-29	1	9279	260.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_fr_beh_k12	session_94f7cd0b	1	1	1	ok	2048	2026-08-29	1	1579	75.0	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_fr_beh_k20	session_b69cebde	1	1	1	ok	2048	2026-08-29	1	1267	92.4	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_rf_beh_k02	session_f4ce6212	1	1	1	ok	2048	2026-08-29	1	2997	92.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_rf_beh_k06	session_3a71084e	1	1	1	ok	2048	2026-08-29	1	2964	79.6	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_rf_beh_k12	session_0ddbada8	1	1	1	ok	2048	2026-08-29	1	2066	90.7	1	1.0	1.0	20260907
fr_s1_ar_d3_fam06_rf_beh_k20	session_53a3d00d	1	1	1	ok	2048	2026-08-29	1	9139	369.5	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_fr_beh_k02	session_bc6b2af0	1	1	1	ok	2048	2026-08-29	1	2533	94.6	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_fr_beh_k06	session_56681c71	1	1	1	ok	2048	2026-08-29	1	2944	75.1	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_fr_beh_k12	session_6b6a3e0d	1	1	1	ok	2048	2026-08-29	1	2027	83.1	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_fr_beh_k20	session_a9b6b29c	1	1	1	ok	2048	2026-08-29	1	2630	131.0	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_rf_beh_k02	session_8131cff4	1	1	1	ok	2048	2026-08-29	1	2378	95.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_rf_beh_k06	session_30f10620	1	1	1	ok	2048	2026-08-29	1	3567	98.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_rf_beh_k12	session_486ab332	1	1	1	ok	2048	2026-08-29	1	1935	92.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam07_rf_beh_k20	session_bdafe2c5	1	1	1	ok	2048	2026-08-29	1	1981	121.6	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_fr_beh_k02	session_14008df5	1	1	1	ok	2048	2026-08-29	1	3975	124.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_fr_beh_k06	session_734ea634	1	1	1	ok	2048	2026-08-29	1	2700	100.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_fr_beh_k12	session_da9fe0a5	1	1	1	ok	2048	2026-08-29	1	2218	110.4	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_fr_beh_k20	session_13f23164	1	1	1	ok	2048	2026-08-29	1	3861	182.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_rf_beh_k02	session_93104d7d	1	1	1	ok	2048	2026-08-29	1	3624	83.5	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_rf_beh_k06	session_5960f2b2	1	1	1	ok	2048	2026-08-29	1	5735	165.5	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_rf_beh_k12	session_942d96f1	1	1	1	ok	2048	2026-08-29	1	1449	82.1	1	1.0	1.0	20260907
fr_s1_ar_d3_fam08_rf_beh_k20	session_ad4dcb7b	1	1	1	ok	2048	2026-08-29	1	3740	149.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_fr_beh_k02	session_b87ede34	1	1	1	ok	2048	2026-08-29	1	2948	104.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_fr_beh_k06	session_a4ce6fd3	1	1	1	ok	2048	2026-08-29	1	3028	103.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_fr_beh_k12	session_f76fa177	1	1	1	ok	2048	2026-08-29	1	2932	126.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_fr_beh_k20	session_02eebcf7	1	1	1	ok	2048	2026-08-29	1	3564	179.2	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_rf_beh_k02	session_a657755f	1	1	1	ok	2048	2026-08-29	1	2296	63.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_rf_beh_k06	session_e7f0c124	1	1	1	ok	2048	2026-08-29	1	9107	201.1	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_rf_beh_k12	session_ea0007c0	1	1	1	ok	2048	2026-08-29	1	3076	104.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam09_rf_beh_k20	session_c4b7e2a9	1	1	1	ok	2048	2026-08-29	1	2307	132.2	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_fr_beh_k02	session_4f79df43	1	1	1	ok	2048	2026-08-29	1	3723	104.2	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_fr_beh_k06	session_9821fa5f	1	1	1	ok	2048	2026-08-29	1	4142	112.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_fr_beh_k12	session_a79d2cad	1	1	1	ok	2048	2026-08-29	1	2673	91.0	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_fr_beh_k20	session_4d426877	1	1	1	ok	2048	2026-08-29	1	4383	165.6	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_rf_beh_k02	session_afcb3cf1	1	1	1	ok	2048	2026-08-29	1	4467	98.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_rf_beh_k06	session_e184b414	1	1	1	ok	2048	2026-08-29	1	3598	95.9	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_rf_beh_k12	session_8e53bd47	1	1	1	ok	2048	2026-08-29	1	6869	226.3	1	1.0	1.0	20260907
fr_s1_ar_d3_fam10_rf_beh_k20	session_8204dd48	1	1	1	ok	2048	2026-08-29	1	3110	159.5	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_fr_beh_k02	session_2aafdebb	1	1	1	ok	2048	2026-08-29	1	5253	115.8	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_fr_beh_k06	session_f33ae458	1	1	1	ok	2048	2026-08-29	1	7057	188.2	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_fr_beh_k12	session_1d618660	1	1	1	ok	2048	2026-08-29	1	1771	70.1	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_fr_beh_k20	session_577d4d17	1	1	1	ok	2048	2026-08-29	1	8432	363.4	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_rf_beh_k02	session_1945723c	1	1	1	ok	2048	2026-08-29	1	2702	68.5	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_rf_beh_k06	session_d19cb4da	1	1	1	ok	2048	2026-08-29	1	4893	147.7	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_rf_beh_k12	session_1f11ce74	1	1	1	ok	2048	2026-08-29	1	8567	253.5	1	1.0	1.0	20260907
fr_s1_ar_d3_fam11_rf_beh_k20	session_d185ffc3	1	1	1	ok	2048	2026-08-29	1	9376	368.7	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_fr_beh_k02	session_a40c3a43	1	1	1	ok	2048	2026-08-29	1	3022	91.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_fr_beh_k06	session_44a9a0f2	1	1	1	ok	2048	2026-08-29	1	3008	90.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_fr_beh_k12	session_f2b896bf	1	1	1	ok	2048	2026-08-29	1	2424	90.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_fr_beh_k20	session_e1efa5a6	1	1	1	ok	2048	2026-08-29	1	5291	199.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_rf_beh_k02	session_fba8d626	1	1	1	ok	2048	2026-08-29	1	5380	139.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_rf_beh_k06	session_6520458e	1	1	1	ok	2048	2026-08-29	1	4776	147.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_rf_beh_k12	session_ae382d4c	1	1	1	ok	2048	2026-08-29	1	1840	80.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam00_rf_beh_k20	session_115818c1	1	1	1	ok	2048	2026-08-29	1	9311	334.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_fr_beh_k02	session_5873f47e	1	1	1	ok	2048	2026-08-29	1	2694	75.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_fr_beh_k06	session_c57564eb	1	1	1	ok	2048	2026-08-29	1	8461	232.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_fr_beh_k12	session_1948874c	1	1	1	ok	2048	2026-08-29	1	1835	70.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_fr_beh_k20	session_9ead9cca	1	1	1	ok	2048	2026-08-29	1	4101	153.4	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_rf_beh_k02	session_9d4a719e	1	1	1	ok	2048	2026-08-29	1	2890	112.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_rf_beh_k06	session_f8d977e0	1	1	1	ok	2048	2026-08-29	1	3798	123.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_rf_beh_k12	session_a6f1ba26	1	1	1	ok	2048	2026-08-29	1	3279	129.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam01_rf_beh_k20	session_fdc293b3	1	1	1	ok	2048	2026-08-29	1	3724	185.4	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_fr_beh_k02	session_649467df	1	1	1	ok	2048	2026-08-29	1	2994	82.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_fr_beh_k06	session_9a6aa125	1	1	1	ok	2048	2026-08-29	1	1994	64.7	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_fr_beh_k12	session_cd3b9911	1	1	1	ok	2048	2026-08-29	1	3283	110.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_fr_beh_k20	session_ef5fcfbb	1	1	1	ok	2048	2026-08-29	1	2567	119.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_rf_beh_k02	session_6e7b4ce4	1	1	1	ok	2048	2026-08-29	1	6132	166.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_rf_beh_k06	session_98977955	1	1	1	ok	2048	2026-08-29	1	4502	109.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_rf_beh_k12	session_cdb799a5	1	1	1	ok	2048	2026-08-29	1	2440	92.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam02_rf_beh_k20	session_3023b4e9	1	1	1	ok	2048	2026-08-29	1	3123	124.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_fr_beh_k02	session_2d03b13d	1	1	1	ok	2048	2026-08-29	1	2172	65.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_fr_beh_k06	session_1df9d351	1	1	1	ok	2048	2026-08-29	1	2872	74.7	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_fr_beh_k12	session_24bb8aff	1	1	1	ok	2048	2026-08-29	1	2600	88.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_fr_beh_k20	session_d7ab11c1	1	1	1	ok	2048	2026-08-29	1	4412	181.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_rf_beh_k02	session_d65e9dae	1	1	1	ok	2048	2026-08-29	1	1759	58.7	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_rf_beh_k06	session_b7a7d8bc	1	1	1	ok	2048	2026-08-29	1	3141	78.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_rf_beh_k12	session_ac157fb7	1	1	1	ok	2048	2026-08-29	1	3300	95.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam03_rf_beh_k20	session_b5bf5315	1	1	1	ok	2048	2026-08-29	1	2048	89.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_fr_beh_k02	session_04ea82f0	1	1	1	ok	2048	2026-08-29	1	3124	82.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_fr_beh_k06	session_081615eb	1	1	1	ok	2048	2026-08-29	1	3126	80.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_fr_beh_k12	session_15385716	1	1	1	ok	2048	2026-08-29	1	2733	101.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_fr_beh_k20	session_aa91864c	1	1	1	ok	2048	2026-08-29	1	2978	125.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_rf_beh_k02	session_3ad05e2b	1	1	1	ok	2048	2026-08-29	1	4328	102.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_rf_beh_k06	session_d0296d8f	1	1	1	ok	2048	2026-08-29	1	2446	56.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_rf_beh_k12	session_9451815e	1	1	1	ok	2048	2026-08-29	1	5903	151.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam04_rf_beh_k20	session_ad9dc935	1	1	1	ok	2048	2026-08-29	1	3444	135.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_fr_beh_k02	session_bab70dee	1	1	1	ok	2048	2026-08-29	1	2872	63.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_fr_beh_k06	session_f8421fda	1	1	1	ok	2048	2026-08-29	1	2080	50.1	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_fr_beh_k12	session_676609fe	1	1	1	ok	2048	2026-08-29	1	3811	90.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_fr_beh_k20	session_570b3d39	1	1	1	ok	2048	2026-08-29	1	3502	120.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_rf_beh_k02	session_4c1c4b0a	1	1	1	ok	2048	2026-08-29	1	2699	74.1	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_rf_beh_k06	session_7a49d6ea	1	1	1	ok	2048	2026-08-29	1	3074	102.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_rf_beh_k12	session_5b65eacb	1	1	1	ok	2048	2026-08-29	1	2631	96.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam05_rf_beh_k20	session_05bd0650	1	1	1	ok	2048	2026-08-29	1	3331	115.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_fr_beh_k02	session_e96f06c8	1	1	1	ok	2048	2026-08-29	1	2022	63.1	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_fr_beh_k06	session_f818c369	1	1	1	ok	2048	2026-08-29	1	4292	115.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_fr_beh_k12	session_6296e287	1	1	1	ok	2048	2026-08-29	1	1950	93.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_fr_beh_k20	session_6de862ad	1	1	1	ok	2048	2026-08-29	1	5431	194.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_rf_beh_k02	session_2e3d6e02	1	1	1	ok	2048	2026-08-29	1	4385	103.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_rf_beh_k06	session_21f77387	1	1	1	ok	2048	2026-08-29	1	2323	77.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_rf_beh_k12	session_20740dc0	1	1	1	ok	2048	2026-08-29	1	2893	94.1	1	1.0	1.0	20260907
fr_s1_th_d3_fam06_rf_beh_k20	session_117c03a3	1	1	1	ok	2048	2026-08-29	1	3032	148.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_fr_beh_k02	session_5e652f3b	1	1	1	ok	2048	2026-08-29	1	2446	68.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_fr_beh_k06	session_c90be78a	1	1	1	ok	2048	2026-08-29	1	3182	80.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_fr_beh_k12	session_ffc72cc4	1	1	1	ok	2048	2026-08-29	1	2492	64.4	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_fr_beh_k20	session_34f6a192	1	1	1	ok	2048	2026-08-29	1	3000	109.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_rf_beh_k02	session_af385291	1	1	1	ok	2048	2026-08-29	1	3770	95.9	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_rf_beh_k06	session_783682a1	1	1	1	ok	2048	2026-08-29	1	2266	73.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_rf_beh_k12	session_dfea098f	1	1	1	ok	2048	2026-08-29	1	5001	129.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam07_rf_beh_k20	session_c924a01a	1	1	1	ok	2048	2026-08-29	1	1911	92.7	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_fr_beh_k02	session_d39b9658	1	1	1	ok	2048	2026-08-30	1	2150	74.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_fr_beh_k06	session_83c3b53a	1	1	1	ok	2048	2026-08-30	1	2935	89.7	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_fr_beh_k12	session_99d213b7	1	1	1	ok	2048	2026-08-30	1	2190	99.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_fr_beh_k20	session_b1948f71	1	1	1	ok	2048	2026-08-30	1	1746	76.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_rf_beh_k02	session_88322611	1	1	1	ok	2048	2026-08-30	1	4188	76.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_rf_beh_k06	session_05459385	1	1	1	ok	2048	2026-08-30	1	2185	61.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_rf_beh_k12	session_c2bfde46	1	1	1	ok	2048	2026-08-30	1	3043	79.4	1	1.0	1.0	20260907
fr_s1_th_d3_fam08_rf_beh_k20	session_996ca8aa	1	1	1	ok	2048	2026-08-30	1	2509	93.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_fr_beh_k02	session_b1029bf1	1	1	1	ok	2048	2026-08-30	1	3118	83.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_fr_beh_k06	session_4f8e4b1a	1	1	1	ok	2048	2026-08-30	1	2524	68.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_fr_beh_k12	session_c276b1b4	1	1	1	ok	2048	2026-08-30	1	3305	109.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_fr_beh_k20	session_8f040fb3	1	1	1	ok	2048	2026-08-30	1	2998	123.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_rf_beh_k02	session_42095578	1	1	1	ok	2048	2026-08-30	1	2991	83.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_rf_beh_k06	session_179884af	1	1	1	ok	2048	2026-08-30	1	3841	95.3	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_rf_beh_k12	session_7d101c80	1	1	1	ok	2048	2026-08-30	1	2211	77.6	1	1.0	1.0	20260907
fr_s1_th_d3_fam09_rf_beh_k20	session_23d2b3c2	1	1	1	ok	2048	2026-08-30	1	4455	163.7	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_fr_beh_k02	session_5086d261	1	1	1	ok	2048	2026-08-30	1	4282	108.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_fr_beh_k06	session_f509fc59	1	1	1	ok	2048	2026-08-30	1	3262	88.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_fr_beh_k12	session_31c1c059	1	1	1	ok	2048	2026-08-30	1	2850	89.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_fr_beh_k20	session_e1334171	1	1	1	ok	2048	2026-08-30	1	3805	147.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_rf_beh_k02	session_4d6d0eae	1	1	1	ok	2048	2026-08-30	1	1394	51.5	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_rf_beh_k06	session_d91f7cb8	1	1	1	ok	2048	2026-08-30	1	5135	123.8	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_rf_beh_k12	session_a0387816	1	1	1	ok	2048	2026-08-30	1	2275	65.0	1	1.0	1.0	20260907
fr_s1_th_d3_fam10_rf_beh_k20	session_a8d28517	1	1	1	ok	2048	2026-08-30	1	2663	109.2	1	1.0	1.0	20260907
fr_s1_th_d3_fam11_fr_beh_k02	session_d8e3d2ca	1	1	1	ok	2048	2026-08-30	1	2041	60.4	1	1.0	1.0	20260907
