set	session	probes	has_gen	has_lp	status	cap	pinned_date	reached_final	gen_chars	seconds	sampled	temperature	top_p	seed
fr_s1_ar_d3_fam02_fr_beh_k20	session_d124219a	1	1	1	ok	2048	2026-08-29	1	2202	120.0	1	1.0	1.0	20260909
fr_s1_ar_d3_fam02_rf_beh_k02	session_917e8398	1	1	1	ok	2048	2026-08-29	1	4488	144.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam02_rf_beh_k06	session_98c1437c	1	1	1	ok	2048	2026-08-29	1	2860	101.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam02_rf_beh_k12	session_64ef85b7	1	1	1	ok	2048	2026-08-29	1	1374	76.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam02_rf_beh_k20	session_b5a47645	1	1	1	ok	2048	2026-08-29	1	6672	275.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_fr_beh_k02	session_6fa1d6d5	1	1	1	ok	2048	2026-08-29	1	3160	131.0	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_fr_beh_k06	session_5c5da4d9	1	1	1	ok	2048	2026-08-29	1	9185	258.0	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_fr_beh_k12	session_95bb75c4	1	1	1	ok	2048	2026-08-29	1	3565	152.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_fr_beh_k20	session_5101eee5	1	1	1	ok	2048	2026-08-29	1	4336	194.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_rf_beh_k02	session_bae91b3d	1	1	1	ok	2048	2026-08-29	1	4347	115.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_rf_beh_k06	session_44f1b386	1	1	1	ok	2048	2026-08-29	1	1875	80.6	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_rf_beh_k12	session_9a59daee	1	1	1	ok	2048	2026-08-29	1	916	68.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam03_rf_beh_k20	session_93089c76	1	1	1	ok	2048	2026-08-29	1	4606	201.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_fr_beh_k02	session_64ce935a	1	1	1	ok	2048	2026-08-29	1	2700	114.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_fr_beh_k06	session_923fed4d	1	1	1	ok	2048	2026-08-29	1	1278	86.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_fr_beh_k12	session_bae891d0	1	1	1	ok	2048	2026-08-29	1	2868	125.0	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_fr_beh_k20	session_9ac01556	1	1	1	ok	2048	2026-08-29	1	1274	93.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_rf_beh_k02	session_e78b6ff4	1	1	1	ok	2048	2026-08-29	1	3318	114.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_rf_beh_k06	session_42b887a7	1	1	1	ok	2048	2026-08-29	1	3406	109.6	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_rf_beh_k12	session_fd951f9f	1	1	1	ok	2048	2026-08-29	1	3868	140.6	1	1.0	1.0	20260909
fr_s1_ar_d3_fam04_rf_beh_k20	session_7655c2b0	1	1	1	ok	2048	2026-08-29	1	2530	130.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_fr_beh_k02	session_c1b62931	1	1	1	ok	2048	2026-08-29	1	1145	73.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_fr_beh_k06	session_784a14b7	1	1	1	ok	2048	2026-08-29	1	1509	81.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_fr_beh_k12	session_59bb6fc5	1	1	1	ok	2048	2026-08-29	1	4291	194.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_fr_beh_k20	session_b11af463	1	1	1	ok	2048	2026-08-29	1	2122	141.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_rf_beh_k02	session_8192cc31	1	1	1	ok	2048	2026-08-29	1	2850	107.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_rf_beh_k06	session_b7d2fa77	1	1	1	ok	2048	2026-08-29	1	2290	102.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_rf_beh_k12	session_8023aa92	1	1	1	ok	2048	2026-08-29	1	3410	124.2	1	1.0	1.0	20260909
fr_s1_ar_d3_fam05_rf_beh_k20	session_baec6ad6	1	1	1	ok	2048	2026-08-29	1	1398	110.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_fr_beh_k02	session_5a4a6f4c	1	1	1	ok	2048	2026-08-29	1	6064	204.2	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_fr_beh_k06	session_8f84fbf6	1	1	1	ok	2048	2026-08-29	1	9053	261.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_fr_beh_k12	session_a29060b3	1	1	1	ok	2048	2026-08-29	1	9562	288.0	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_fr_beh_k20	session_f99dc3da	1	1	1	ok	2048	2026-08-29	1	9392	362.5	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_rf_beh_k02	session_ba0dd982	1	1	1	ok	2048	2026-08-29	1	3483	119.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_rf_beh_k06	session_19dcdfe0	1	1	1	ok	2048	2026-08-29	1	2206	72.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_rf_beh_k12	session_9305e01c	1	1	1	ok	2048	2026-08-29	1	6166	198.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam06_rf_beh_k20	session_df0f09f1	1	1	1	ok	2048	2026-08-29	1	8736	362.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_fr_beh_k02	session_ebb2a552	1	1	1	ok	2048	2026-08-29	1	1976	93.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_fr_beh_k06	session_24983101	1	1	1	ok	2048	2026-08-29	1	2421	94.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_fr_beh_k12	session_a30c58e3	1	1	1	ok	2048	2026-08-29	1	2389	103.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_fr_beh_k20	session_0533604f	1	1	1	ok	2048	2026-08-29	1	3009	142.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_rf_beh_k02	session_a3ce530d	1	1	1	ok	2048	2026-08-29	1	5232	148.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_rf_beh_k06	session_cd6d2197	1	1	1	ok	2048	2026-08-29	1	3024	107.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_rf_beh_k12	session_6a5348c3	1	1	1	ok	2048	2026-08-29	1	2495	118.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam07_rf_beh_k20	session_f0c3d65d	1	1	1	ok	2048	2026-08-29	1	1920	118.2	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_fr_beh_k02	session_0ae39a65	1	1	1	ok	2048	2026-08-29	1	3260	130.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_fr_beh_k06	session_7e979325	1	1	1	ok	2048	2026-08-29	1	752	58.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_fr_beh_k12	session_0b30a6cd	1	1	1	ok	2048	2026-08-29	1	3097	136.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_fr_beh_k20	session_326961dc	1	1	1	ok	2048	2026-08-29	1	3795	173.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_rf_beh_k02	session_f8abb3a6	1	1	1	ok	2048	2026-08-29	1	4340	117.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_rf_beh_k06	session_36ada5e4	1	1	1	ok	2048	2026-08-29	1	3177	120.2	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_rf_beh_k12	session_037e5ad9	1	1	1	ok	2048	2026-08-29	1	4648	177.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam08_rf_beh_k20	session_f2340b0b	1	1	1	ok	2048	2026-08-29	1	826	88.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_fr_beh_k02	session_8200807a	1	1	1	ok	2048	2026-08-29	1	8236	192.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_fr_beh_k06	session_f94ba4cf	1	1	1	ok	2048	2026-08-29	1	1365	75.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_fr_beh_k12	session_74bd9366	1	1	1	ok	2048	2026-08-29	1	7860	319.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_fr_beh_k20	session_d65307a9	1	1	1	ok	2048	2026-08-29	1	1583	131.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_rf_beh_k02	session_4dd68d71	1	1	1	ok	2048	2026-08-29	1	3217	59.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_rf_beh_k06	session_2df4aa3d	1	1	1	ok	2048	2026-08-29	1	717	26.0	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_rf_beh_k12	session_dba6ef36	1	1	1	ok	2048	2026-08-29	1	6471	115.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam09_rf_beh_k20	session_1f72595a	1	1	1	ok	2048	2026-08-29	1	8846	220.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_fr_beh_k02	session_db2cef0d	1	1	1	ok	2048	2026-08-29	1	802	20.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_fr_beh_k06	session_4548140f	1	1	1	ok	2048	2026-08-29	1	2304	34.6	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_fr_beh_k12	session_a6c2d854	1	1	1	ok	2048	2026-08-29	1	2552	43.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_fr_beh_k20	session_0364ef68	1	1	1	ok	2048	2026-08-29	1	2258	53.5	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_rf_beh_k02	session_c1f93a44	1	1	1	ok	2048	2026-08-29	1	2963	43.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_rf_beh_k06	session_3eeaf53d	1	1	1	ok	2048	2026-08-29	1	2776	43.2	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_rf_beh_k12	session_2800a475	1	1	1	ok	2048	2026-08-29	1	3025	48.3	1	1.0	1.0	20260909
fr_s1_ar_d3_fam10_rf_beh_k20	session_4673336e	1	1	1	ok	2048	2026-08-29	1	4681	104.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_fr_beh_k02	session_43cefe50	1	1	1	ok	2048	2026-08-29	1	8804	106.5	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_fr_beh_k06	session_304bb37b	1	1	1	ok	2048	2026-08-29	1	2431	35.8	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_fr_beh_k12	session_1c475659	1	1	1	ok	2048	2026-08-29	1	8598	124.1	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_fr_beh_k20	session_1c5504d1	1	1	1	ok	2048	2026-08-29	1	8603	169.7	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_rf_beh_k02	session_9d606a79	1	1	1	ok	2048	2026-08-29	1	2125	32.5	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_rf_beh_k06	session_488c28d2	1	1	1	ok	2048	2026-08-29	1	1833	27.4	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_rf_beh_k12	session_1fec2bc8	1	1	1	ok	2048	2026-08-29	1	7465	123.9	1	1.0	1.0	20260909
fr_s1_ar_d3_fam11_rf_beh_k20	session_923e693c	1	1	1	ok	2048	2026-08-29	1	3888	88.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_fr_beh_k02	session_c9c5431b	1	1	1	ok	2048	2026-08-29	1	3160	49.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_fr_beh_k06	session_f04e9b6c	1	1	1	ok	2048	2026-08-29	1	3276	52.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_fr_beh_k12	session_60e512d3	1	1	1	ok	2048	2026-08-29	1	2559	45.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_fr_beh_k20	session_32c15955	1	1	1	ok	2048	2026-08-29	1	3517	76.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_rf_beh_k02	session_82fb3909	1	1	1	ok	2048	2026-08-29	1	1080	25.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_rf_beh_k06	session_3c3b0f3c	1	1	1	ok	2048	2026-08-29	1	9485	108.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_rf_beh_k12	session_ec00543f	1	1	1	ok	2048	2026-08-29	1	3285	50.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam00_rf_beh_k20	session_9b7812ca	1	1	1	ok	2048	2026-08-29	1	8885	193.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_fr_beh_k02	session_2cb33754	1	1	1	ok	2048	2026-08-29	1	2617	44.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_fr_beh_k06	session_127c4d3b	1	1	1	ok	2048	2026-08-29	1	6014	107.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_fr_beh_k12	session_10360cd8	1	1	1	ok	2048	2026-08-29	1	2838	58.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_fr_beh_k20	session_98a68572	1	1	1	ok	2048	2026-08-29	1	1876	59.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_rf_beh_k02	session_d36a84b1	1	1	1	ok	2048	2026-08-29	1	3321	52.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_rf_beh_k06	session_a078a858	1	1	1	ok	2048	2026-08-29	1	3789	57.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_rf_beh_k12	session_8bd9e57b	1	1	1	ok	2048	2026-08-29	1	2568	55.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam01_rf_beh_k20	session_948a77ee	1	1	1	ok	2048	2026-08-29	1	3189	79.8	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_fr_beh_k02	session_e9b8dadb	1	1	1	ok	2048	2026-08-29	1	2201	34.7	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_fr_beh_k06	session_75de883b	1	1	1	ok	2048	2026-08-29	1	1639	24.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_fr_beh_k12	session_fbe04b5b	1	1	1	ok	2048	2026-08-29	1	2622	45.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_fr_beh_k20	session_8385763a	1	1	1	ok	2048	2026-08-29	1	2134	63.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_rf_beh_k02	session_32c12f8c	1	1	1	ok	2048	2026-08-29	1	3964	53.7	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_rf_beh_k06	session_d9fa1dcf	1	1	1	ok	2048	2026-08-29	1	3321	50.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_rf_beh_k12	session_3fdb1f90	1	1	1	ok	2048	2026-08-29	1	1914	49.8	1	1.0	1.0	20260909
fr_s1_th_d3_fam02_rf_beh_k20	session_afc5d23d	1	1	1	ok	2048	2026-08-29	1	964	53.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_fr_beh_k02	session_697e91c2	1	1	1	ok	2048	2026-08-29	1	4477	69.4	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_fr_beh_k06	session_8d970315	1	1	1	ok	2048	2026-08-29	1	2195	55.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_fr_beh_k12	session_01f8a6c5	1	1	1	ok	2048	2026-08-29	1	4832	106.8	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_fr_beh_k20	session_c51d1e6c	1	1	1	ok	2048	2026-08-29	1	2096	73.4	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_rf_beh_k02	session_7b8d30aa	1	1	1	ok	2048	2026-08-29	1	2044	43.7	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_rf_beh_k06	session_ede42685	1	1	1	ok	2048	2026-08-29	1	2734	61.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_rf_beh_k12	session_368f8a5e	1	1	1	ok	2048	2026-08-29	1	1878	49.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam03_rf_beh_k20	session_d8c103c6	1	1	1	ok	2048	2026-08-29	1	1805	65.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_fr_beh_k02	session_66a6bd9a	1	1	1	ok	2048	2026-08-29	1	3170	68.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_fr_beh_k06	session_f14f3173	1	1	1	ok	2048	2026-08-29	1	2185	43.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_fr_beh_k12	session_96c51791	1	1	1	ok	2048	2026-08-29	1	2256	63.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_fr_beh_k20	session_203f6c3d	1	1	1	ok	2048	2026-08-29	1	2940	90.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_rf_beh_k02	session_ca4df9ea	1	1	1	ok	2048	2026-08-29	1	5572	85.8	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_rf_beh_k06	session_ce84373c	1	1	1	ok	2048	2026-08-29	1	2650	45.4	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_rf_beh_k12	session_85cf824f	1	1	1	ok	2048	2026-08-29	1	2320	63.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam04_rf_beh_k20	session_b6c4f217	1	1	1	ok	2048	2026-08-29	1	1809	66.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_fr_beh_k02	session_a3933f37	1	1	1	ok	2048	2026-08-29	1	3083	46.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_fr_beh_k06	session_f35815fc	1	1	1	ok	2048	2026-08-29	1	2598	48.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_fr_beh_k12	session_f86053fd	1	1	1	ok	2048	2026-08-29	1	2079	50.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_fr_beh_k20	session_63883f67	1	1	1	ok	2048	2026-08-29	1	2588	74.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_rf_beh_k02	session_4f0a5850	1	1	1	ok	2048	2026-08-29	1	2156	42.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_rf_beh_k06	session_5a2edd27	1	1	1	ok	2048	2026-08-29	1	2985	63.4	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_rf_beh_k12	session_2045c84c	1	1	1	ok	2048	2026-08-29	1	1768	53.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam05_rf_beh_k20	session_5fb4229d	1	1	1	ok	2048	2026-08-29	1	2823	90.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_fr_beh_k02	session_5735572c	1	1	1	ok	2048	2026-08-29	1	2126	55.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_fr_beh_k06	session_87cef299	1	1	1	ok	2048	2026-08-29	1	2435	51.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_fr_beh_k12	session_f9faf079	1	1	1	ok	2048	2026-08-29	1	3206	67.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_fr_beh_k20	session_78aa1eca	1	1	1	ok	2048	2026-08-29	1	2664	95.7	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_rf_beh_k02	session_3fc0b459	1	1	1	ok	2048	2026-08-29	1	2902	50.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_rf_beh_k06	session_03f1152e	1	1	1	ok	2048	2026-08-29	1	5688	103.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_rf_beh_k12	session_e41fe981	1	1	1	ok	2048	2026-08-29	1	1459	43.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam06_rf_beh_k20	session_4cfcd1cd	1	1	1	ok	2048	2026-08-29	1	2611	91.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_fr_beh_k02	session_80ea27cd	1	1	1	ok	2048	2026-08-29	1	752	28.4	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_fr_beh_k06	session_72e9be26	1	1	1	ok	2048	2026-08-29	1	3344	67.8	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_fr_beh_k12	session_c0ef097b	1	1	1	ok	2048	2026-08-29	1	2632	59.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_fr_beh_k20	session_1c935ece	1	1	1	ok	2048	2026-08-29	1	3031	89.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_rf_beh_k02	session_a8e7e7f0	1	1	1	ok	2048	2026-08-29	1	1572	39.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_rf_beh_k06	session_1c429584	1	1	1	ok	2048	2026-08-29	1	3105	65.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_rf_beh_k12	session_c9d1265b	1	1	1	ok	2048	2026-08-29	1	2076	54.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam07_rf_beh_k20	session_5df4a23b	1	1	1	ok	2048	2026-08-29	1	1787	77.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_fr_beh_k02	session_ceacd693	1	1	1	ok	2048	2026-08-30	1	2151	54.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_fr_beh_k06	session_0eceba84	1	1	1	ok	2048	2026-08-30	1	1973	50.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_fr_beh_k12	session_25d3f714	1	1	1	ok	2048	2026-08-30	1	3030	76.2	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_fr_beh_k20	session_901bce70	1	1	1	ok	2048	2026-08-30	1	2273	84.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_rf_beh_k02	session_353e4248	1	1	1	ok	2048	2026-08-30	1	3428	49.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_rf_beh_k06	session_dc3178ab	1	1	1	ok	2048	2026-08-30	1	2758	62.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_rf_beh_k12	session_8b97f2cb	1	1	1	ok	2048	2026-08-30	1	2955	75.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam08_rf_beh_k20	session_da132960	1	1	1	ok	2048	2026-08-30	1	2557	81.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_fr_beh_k02	session_0b3ffb0e	1	1	1	ok	2048	2026-08-30	1	2487	48.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_fr_beh_k06	session_2592fcab	1	1	1	ok	2048	2026-08-30	1	2373	45.5	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_fr_beh_k12	session_f95e871d	1	1	1	ok	2048	2026-08-30	1	2848	60.7	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_fr_beh_k20	session_2d1635d4	1	1	1	ok	2048	2026-08-30	1	1524	59.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_rf_beh_k02	session_cfd2dcc1	1	1	1	ok	2048	2026-08-30	1	2217	41.1	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_rf_beh_k06	session_bb3cf416	1	1	1	ok	2048	2026-08-30	1	2606	45.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_rf_beh_k12	session_29d81eb6	1	1	1	ok	2048	2026-08-30	1	3427	70.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam09_rf_beh_k20	session_0b91aa8d	1	1	1	ok	2048	2026-08-30	1	1727	66.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_fr_beh_k02	session_b01e77eb	1	1	1	ok	2048	2026-08-30	1	1997	41.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_fr_beh_k06	session_8eadc3f1	1	1	1	ok	2048	2026-08-30	1	3203	64.3	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_fr_beh_k12	session_4d71a29d	1	1	1	ok	2048	2026-08-30	1	2585	71.6	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_fr_beh_k20	session_83184074	1	1	1	ok	2048	2026-08-30	1	3169	93.7	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_rf_beh_k02	session_65646f0d	1	1	1	ok	2048	2026-08-30	1	6151	116.8	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_rf_beh_k06	session_bc630803	1	1	1	ok	2048	2026-08-30	1	3291	55.0	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_rf_beh_k12	session_72fbe08e	1	1	1	ok	2048	2026-08-30	1	2307	51.8	1	1.0	1.0	20260909
fr_s1_th_d3_fam10_rf_beh_k20	session_434442b0	1	1	1	ok	2048	2026-08-30	1	2211	71.9	1	1.0	1.0	20260909
fr_s1_th_d3_fam11_fr_beh_k02	session_fb223a81	1	1	1	ok	2048	2026-08-30	1	3571	52.4	1	1.0	1.0	20260909
